"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"3806","Celebration","05/12/2022 12:00:00 PM","05/12/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"3807","Softball - Adults","03/04/2022 10:00:00 AM","03/04/2022 05:30:00 PM","Sport - Youth","Queens","Queensbridge Park: Softball-02"
"3808","Vaccine Command Center - Jackson Heights 82nd Street","02/06/2022 06:00:00 AM","02/15/2022 07:00:00 PM","Street Event","Queens","82 STREET between 37 AVENUE and ROOSEVELT AVENUE"
"3809","Soccer - Non Regulation","03/03/2022 06:00:00 PM","03/03/2022 09:30:00 PM","Sport - Adult","Brooklyn","Sunset Park: Soccer-01B"
"3810","Soccer - Non Regulation","03/06/2022 10:00:00 AM","03/06/2022 02:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"3811","Street Theater- Abe Lebewohl Triangle","08/20/2022 02:00:00 PM","08/20/2022 03:00:00 PM","Special Event","Manhattan","Abe Lebewohl Triangle: Abe Lebewohl Triangle"
"3812","RRT - Covid 19 Testing and Vaccine for the Public","02/07/2022 07:00:00 AM","02/14/2022 07:00:00 PM","Street Event","Queens","ROOSEVELT AVENUE between 92 STREET and 93 STREET"
"3813","Soccer - Non Regulation","03/06/2022 09:00:00 AM","03/06/2022 03:00:00 PM","Sport - Youth","Brooklyn","McLaughlin Park: Soccer-01 ,Dean Playground: Soccer-01"
"3814","Celebration","07/28/2022 03:00:00 PM","07/28/2022 05:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"3815","Covid 19 testing site","02/28/2022 07:00:00 AM","02/28/2022 07:00:00 PM","Special Event","Brooklyn","Lt. Petrosino Park: Lt. Joseph Petrosino Park"
"3816","Mobile COVID-19 Vaccine","02/15/2022 08:00:00 AM","02/15/2022 07:00:00 PM","Special Event","Brooklyn","100% Playground: 100% Playground"
"3817","2022 Times Square Valentine Heart","02/25/2022 12:00:00 AM","02/25/2022 11:59:00 PM","Special Event","Manhattan","Father Duffy Square: Father Duffy Square"
"3818","Turtle Pond Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/04/2022 12:00:00 AM","03/04/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Turtle Pond Lawn"
"3819","Soccer - Non Regulation","03/06/2022 08:00:00 AM","03/06/2022 10:00:00 PM","Sport - Youth","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01"
"3820","Mobile COVID-19 Test Site","02/26/2022 08:00:00 AM","02/26/2022 07:00:00 PM","Special Event","Queens","Bayswater Park: Performance Space"
"3821","Outdoor Learning - German School Brooklyn - Private","03/03/2022 11:00:00 AM","03/03/2022 02:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Softball-02"
"3822","Mobile COVID-19 Test Site","02/17/2022 08:00:00 AM","02/17/2022 06:00:00 PM","Special Event","Bronx","Rienzi Playground: Rienzi Playground"
"3823","Covid 19 testing for the public","02/21/2022 07:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Queens","Horace Harding Playground: Horace Harding Playground"
"3824","Covid 19 testing site","02/21/2022 07:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Manhattan","Morningside Park: West 110th St Sidewalk Perimeter"
"3825","Outdoor Learning - German School Brooklyn - Private","03/01/2022 11:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Softball-02"
"3826","Mobile COVID-19 Test Site","03/07/2022 08:00:00 AM","03/07/2022 07:00:00 PM","Special Event","Staten Island","Wolfe's Pond Park: Lawn"
"3827","Celebration","09/10/2022 02:00:00 PM","09/10/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Belvedere Castle Terrace"
"3828","Miscellaneous","03/07/2022 10:00:00 AM","03/07/2022 06:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01"
"3829","Walker Park Afterschool","03/14/2022 03:00:00 PM","03/14/2022 06:00:00 PM","Special Event","Staten Island","Walker Park: Walker Park - Whole Park"
"3830","Mobile COVID-19 Test Site","02/19/2022 08:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Queens","Bayswater Park: Performance Space"
"3831","Soccer -Regulation","03/13/2022 08:00:00 AM","03/13/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"3832","Mobile COVID-19 Test Site","02/19/2022 08:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Bronx","Crotona Park: Crotona Park"
"3833","TRANSIT RETIREE FUN DAY","06/18/2022 12:00:00 PM","06/18/2022 08:00:00 PM","Special Event","Queens","Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space ,Beach 17 Playground (O'Donohue Park): BBQ Area Orange"
"3834","Union Square Greenmarket Monday, Wednesday, Friday and Saturday","03/11/2022 08:00:00 AM","03/11/2022 07:00:00 PM","Farmers Market","Manhattan","UNION SQUARE WEST between EAST   14 STREET and EAST   15 STREET"
"3835","Frisbee","03/07/2022 12:00:00 PM","03/07/2022 10:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01 ,McCarren Park: Soccer-01"
"3836","NYC Surfing Surf School","03/07/2022 08:00:00 AM","03/07/2022 03:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"3837","Soccer -Regulation","02/20/2022 08:00:00 AM","02/20/2022 05:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08"
"3838","Celebration","06/22/2022 03:00:00 PM","06/22/2022 05:00:00 PM","Special Event","Manhattan","Central Park: Bow Bridge"
"3839","Movies Under the Stars","06/10/2022 07:00:00 PM","06/10/2022 09:00:00 PM","Special Event","Manhattan","Dry Dock Playground: Basketball-01"
"3840","Celebration","10/28/2022 01:00:00 PM","10/28/2022 03:00:00 PM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"3841","Dairy Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/07/2022 12:00:00 AM","03/07/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dairy Lawn"
"3842","Celebration","07/30/2022 12:00:00 PM","07/30/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Belvedere Castle Terrace"
"3843","Soccer - Non Regulation","02/25/2022 01:00:00 PM","02/25/2022 06:00:00 PM","Sport - Youth","Queens","Murray Playground: Soccer-01"
"3844","concert","02/26/2022 01:00:00 PM","02/26/2022 05:00:00 PM","Special Event","Queens","Springfield Park: Springfield Park"
"3845","Lawn Closure of Oval lawn","03/07/2022 12:00:00 AM","03/07/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Oval Lawn"
"3846","Covid 19 testing site","02/24/2022 07:00:00 AM","02/24/2022 07:00:00 PM","Special Event","Manhattan","Morningside Park: West 110th St Sidewalk Perimeter"
"3847","Celebration","05/07/2022 12:00:00 PM","05/07/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"3848","Post-Marriage Celebration","03/19/2022 02:00:00 PM","03/19/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House North"
"3849","Celebration","09/24/2022 10:00:00 AM","09/24/2022 12:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"3850","CDP Marathon Protests","05/03/2022 01:30:00 PM","05/03/2022 03:00:00 PM","Special Event","Manhattan","Dag Hammarskjold Plaza: First Avenue Plaza"
"3851","Soccer - Non Regulation","02/20/2022 12:00:00 PM","02/20/2022 07:00:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01"
"3852","Soccer - Non Regulation","03/07/2022 03:30:00 PM","03/07/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"3853","Mobile COVID-19 Test Site","02/22/2022 08:00:00 AM","02/22/2022 07:00:00 PM","Special Event","Queens","Bayswater Park: Performance Space"
"3854","East Meadow Winter Closure 11-1-21 thru 4-2-22","03/07/2022 12:00:00 AM","03/07/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"3855","Covid 19 testing site","02/15/2022 07:00:00 AM","02/15/2022 07:00:00 PM","Special Event","Queens","L/Cpl Thomas P. (Noonan Playground): L/CPL Thomas P. Noonan Jr. Playground"
"3856","Outdoor Learning","03/14/2022 08:00:00 AM","03/14/2022 02:00:00 PM","Special Event","Brooklyn","Seth Low Playground: Soccer-01 ,Seth Low Playground: Multi Purpose Play Area 02"
"3857","Party","06/11/2022 11:00:00 AM","06/11/2022 02:00:00 PM","Special Event","Manhattan","Carl Schurz Park: Catbird Playground ,Carl Schurz Park: Lawn Outside Catbird"
"3858","Covid 19 testing for the public","02/19/2022 07:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Queens","Alley Pond Park: Parking Lot 01 - Springfield"
"3859","Soccer - Non Regulation","03/07/2022 05:00:00 PM","03/07/2022 07:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"3860","Lawn Closure of Veterans lawn","03/07/2022 12:00:00 AM","03/07/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"3861","RRT - Covid 19 Testing and Vaccine for the Public","02/28/2022 07:00:00 AM","02/28/2022 07:00:00 PM","Street Event","Bronx","MACE AVENUE between WILLIAMSBRIDGE ROAD and BRONXWOOD AVENUE"
"3862","Covid 19 testing for the public","02/18/2022 07:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Queens","Horace Harding Playground: Horace Harding Playground"
"3863","Outside learning","03/07/2022 08:00:00 AM","03/07/2022 03:00:00 PM","Special Event","Bronx","Hunts Point Riverside Park: Hunts Point Riverside Park"
"3864","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Queens","Bayswater Park: Performance Space"
"3865","Covid 19 testing site","02/14/2022 07:00:00 AM","02/14/2022 07:00:00 PM","Special Event","Queens","L/Cpl Thomas P. (Noonan Playground): L/CPL Thomas P. Noonan Jr. Playground"
"3866","Soccer -Regulation","03/07/2022 03:30:00 PM","03/07/2022 05:30:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,Marx Brothers Playground: Soccer-01"
"3867","Cedar Hill Winter Closure Nov 15, 2021 - April 15, 2022","03/13/2022 12:00:00 AM","03/13/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Cedar Hill"
"3868","Mobile COVID-19 Test Site","02/21/2022 08:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Queens","Bayswater Park: Performance Space"
"3869","Softball - Adults","03/07/2022 09:00:00 AM","03/07/2022 06:00:00 PM","Sport - Adult","Brooklyn","Van Voorhees Playground: Softball-01"
"3870","Mobile COVID-19 Test Site","02/21/2022 08:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Queens","Queens Valley Playground (PS 164): Field Day"
"3871","Big Apple Circus","03/12/2022 12:00:00 AM","03/12/2022 11:59:00 PM","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Bandshell ,Damrosch Park: Tent Area ,Damrosch Park: Sidewalks"
"3872","Outdoor Learning - Notre Dame School Private","02/16/2022 12:00:00 PM","02/16/2022 02:00:00 PM","Special Event","Manhattan","Corporal John A. Seravalli Playground: Corporal John A. Seravalli Playground"
"3873","Pilgrim Hill Winter Closure Nov. 29, 2021 - May 7, 2022","03/07/2022 12:00:00 AM","03/07/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Pilgrim Hill"
"3874","Soccer - Non Regulation","03/13/2022 09:00:00 AM","03/13/2022 02:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"3875","Outdoor Learning - German School Brooklyn - Private","02/16/2022 11:00:00 AM","02/16/2022 02:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Softball-02"
"3876","Mobile COVID-19 Test Site","02/24/2022 08:00:00 AM","02/24/2022 07:00:00 PM","Special Event","Queens","Park Of The Americas / Linden Park: Linden Park"
"3877","Covid 19 testing for the public","02/27/2022 07:00:00 AM","02/27/2022 07:00:00 PM","Special Event","Queens","Horace Harding Playground: Horace Harding Playground"
"3878","Skate Night","06/10/2022 04:00:00 PM","06/10/2022 07:00:00 PM","Special Event","Manhattan","Poor Richard's Playground: Basketball-01 ,Poor Richard's Playground: Basketball-02"
"3879","Soccer -Regulation","03/07/2022 05:00:00 PM","03/07/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74"
"3880","NYSoM Spring Cleanup","03/26/2022 12:00:00 PM","03/26/2022 02:00:00 PM","Special Event","Brooklyn","Maria Hernandez Park: Central Plaza/Performance Area"
"3881","Celebration","04/15/2022 04:00:00 PM","04/15/2022 06:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"3882","Mobile COVID-19 Test Site","02/17/2022 08:00:00 AM","02/17/2022 07:00:00 PM","Special Event","Queens","Queens Valley Playground (PS 164): Field Day"
"3883","Covid 19 testing site","02/27/2022 07:00:00 AM","02/27/2022 07:00:00 PM","Special Event","Queens","L/Cpl Thomas P. (Noonan Playground): L/CPL Thomas P. Noonan Jr. Playground"
"3884","Movies Under the Stars","07/01/2022 07:00:00 PM","07/01/2022 09:00:00 PM","Special Event","Manhattan","Abraham Lincoln Playground: Basketball-01"
"3885","Soccer -Regulation","03/07/2022 08:00:00 AM","03/07/2022 08:00:00 PM","Sport - Youth","Queens","St. Michael's Playground: Soccer-01"
"3886","SAFE Disposal Event","04/10/2022 10:00:00 AM","04/10/2022 02:00:00 PM","Special Event","Bronx","Van Cortlandt Park: Van Cortlandt Park"
"3887","Outdoor Learning - PS149Q - DOE","03/07/2022 08:00:00 AM","03/07/2022 03:00:00 PM","Special Event","Queens","Northern Playground: Northern Playground"
"3888","Outdoor Learning Application-PS 132-DOE","03/07/2022 08:30:00 AM","03/07/2022 02:00:00 PM","Special Event","Brooklyn","Cooper Park: Center Oval Lawn"
"3889","Party","07/30/2022 07:00:00 PM","07/30/2022 09:00:00 PM","Special Event","Manhattan","St. Nicholas Playground South: Basketball-01"
"3890","Jennifer's Playground Afterschool","03/07/2022 03:00:00 PM","03/07/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"3891","Soccer -Regulation","03/07/2022 08:00:00 AM","03/07/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01 ,Kaiser Park: Football-01"
"3892","Soccer - Non Regulation","03/07/2022 05:30:00 PM","03/07/2022 08:30:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-08 ,Flushing Meadows Corona Park: Soccer-09"
"3893","Lacrosse","03/12/2022 09:00:00 AM","03/12/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84"
"3894","Covid 19 testing site","02/28/2022 07:00:00 AM","02/28/2022 07:00:00 PM","Special Event","Manhattan","Morningside Park: West 110th St Sidewalk Perimeter"
"3895","Soccer -Regulation","03/07/2022 08:00:00 AM","03/07/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-3"
"3896","Soccer - Non Regulation","03/07/2022 03:00:00 PM","03/07/2022 04:30:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"3897","Mobile COVID-19 Test Site","02/16/2022 08:00:00 AM","02/16/2022 07:00:00 PM","Special Event","Queens","Queens Valley Playground (PS 164): Field Day"
"3898","Korean K9 Rescue Adoption Event","03/12/2022 12:00:00 PM","03/12/2022 05:00:00 PM","Special Event","Brooklyn","McCarren Park: Entrance Bedford and N 12th"
"3899","Football - Adults","03/07/2022 02:00:00 PM","03/07/2022 10:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"3900","Soccer -Regulation","03/07/2022 09:00:00 AM","03/07/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"3901","Movies Under the Stars","07/07/2022 07:00:00 PM","07/07/2022 09:00:00 PM","Special Event","Manhattan","Dr. Ronald E. McNair Playground: Dr. Ronald E. McNair Playground"
"3902","Covid 19 testing for the public","02/22/2022 07:00:00 AM","02/22/2022 07:00:00 PM","Special Event","Queens","Alley Pond Park: Parking Lot 01 - Springfield"
"3903","Soccer - Non Regulation","03/07/2022 01:00:00 PM","03/07/2022 02:30:00 PM","Sport - Adult","Manhattan","Sara D. Roosevelt Park: Nike Field-Soccer-02"
"3904","Lacrosse","02/28/2022 02:00:00 PM","02/28/2022 06:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75"
"3905","Soccer - Non Regulation","03/05/2022 08:00:00 AM","03/05/2022 04:00:00 PM","Sport - Adult","Brooklyn","Parade Ground: Soccer-04A ,Parade Ground: Soccer-04B ,Parade Ground: Soccer-07 ,Parade Ground: Soccer-08 ,Parade Ground: Football-09 ,Parade Ground: Soccer-10 ,Parade Ground: Soccer-11"
"3906","Celebration","10/15/2022 02:00:00 PM","10/15/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Belvedere Castle Terrace"
"3907","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Queens","Phil ''Scooter'' Rizzuto Park / Smokey Oval: Phil ''Scooter'' Rizzuto Park"
"3908","Softball (Little league)","03/07/2022 03:30:00 PM","03/07/2022 05:30:00 PM","Sport - Youth","Manhattan","Baruch Playground: Softball-01"
"3909","Celebration","04/16/2022 02:00:00 PM","04/16/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"3910","Permitted Film Event","02/11/2022 06:00:00 AM","03/11/2022 11:00:00 PM","Theater Load in and Load Outs","Manhattan","August Wilson Theatre: 245 West 52nd Street"
"3911","Outdoor Learning - University Neighborhood High School 01M448 - DOE","03/07/2022 08:00:00 AM","03/07/2022 03:00:00 PM","Special Event","Manhattan","Lillian D Wald Playground: Lillian D Wald Playground"
"3912","Softball (Little league)","03/07/2022 03:00:00 PM","03/07/2022 05:00:00 PM","Sport - Youth","Bronx","Patterson Playground: Softball-01"
"3913","Coved -19 testing for the public","02/15/2022 07:00:00 AM","02/15/2022 07:00:00 PM","Special Event","Queens","William F Moore Park: William F. Moore Park"
"3914","Celebration","04/24/2022 09:30:00 AM","04/24/2022 11:30:00 AM","Special Event","Manhattan","Central Park: Cop Cot"
